ticker,kind,name,isin,fonte,data_atualizacao
W2OL34,bdr,WOLFSPEED INC,BRW2OLBDR003,bdrs_20250924_040410.xlsx,2025-09-24
W2ST34,bdr,West Pharmaceutical Services Inc,BRW2STBDR007,bdrs_20250924_040410.xlsx,2025-09-24
W2YF34,bdr,Wayfair Inc,BRW2YFBDR004,bdrs_20250924_040410.xlsx,2025-09-24
WABC34,bdr,WESTERN ALLIANCE BANCORPORATION,BRWABCBDR007,bdrs_20250924_040410.xlsx,2025-09-24
WALM34,bdr,WALMART INC.,BRWALMBDR005,bdrs_20250924_040410.xlsx,2025-09-24
WATC34,bdr,WATERS CORP,BRWATCBDR009,bdrs_20250924_040410.xlsx,2025-09-24
WEGE,acao,WEG,,acoes_20250924_040414.xlsx,2025-09-24
WEST,acao,WESTWING,,acoes_20250924_040414.xlsx,2025-09-24
WFCO34,bdr,Wells Fargo & Company,BRWFCOBDR009,bdrs_20250924_040410.xlsx,2025-09-24
WGBA34,bdr,WALGREENS BOOTS ALLIANCE INC,BRWGBABDR008,bdrs_20250924_040410.xlsx,2025-09-24
WHGR,fii,FII WHG REAL,,fiis_20250924_040407.csv,2025-09-24
WHRL,acao,WHIRLPOOL,,acoes_20250924_040414.xlsx,2025-09-24
WIZC,acao,WIZ CO,,acoes_20250924_040414.xlsx,2025-09-24
WLMM,acao,WLM IND COM,,acoes_20250924_040414.xlsx,2025-09-24
WPLZ,fii,FII W PLAZA,,fiis_20250924_040407.csv,2025-09-24
WRLD,etf,INVESTO WRLD,,etfs_20250924_040412.csv,2025-09-24
WSEC,fii,FII WARREN,,fiis_20250924_040407.csv,2025-09-24
WTSP,fii,FII WTC SP,,fiis_20250924_040407.csv,2025-09-24
WUNI34,bdr,THE WESTERN UNION COMPANY,BRWUNIBDR007,bdrs_20250924_040410.xlsx,2025-09-24
X1EL34,bdr,XCEL ENERGY INC,BRX1ELBDR005,bdrs_20250924_040410.xlsx,2025-09-24
X1YL34,bdr,XYLEM INC,BRX1YLBDR003,bdrs_20250924_040410.xlsx,2025-09-24
XBOV,etf,CAIXAETFXBOV,,etfs_20250924_040412.csv,2025-09-24
XINA,etf,XPETFCHINA,,etfs_20250924_040412.csv,2025-09-24
XPBR31,bdr,XP INC.,BRXPBRBDR001,bdrs_20250924_040410.xlsx,2025-09-24
XPCI,fii,FII XP CRED,,fiis_20250924_040407.csv,2025-09-24
XPCM,fii,FII XP MACAE,,fiis_20250924_040407.csv,2025-09-24
XPIN,fii,FII XP INDL,,fiis_20250924_040407.csv,2025-09-24
XPLG,fii,FII XP LOG,,fiis_20250924_040407.csv,2025-09-24
XPML,fii,FII XP MALLS,,fiis_20250924_040407.csv,2025-09-24
XPRE,fii,FII XPRE,,fiis_20250924_040407.csv,2025-09-24
XPS,fii,FII XP SELEC,,fiis_20250924_040407.csv,2025-09-24
XRAY34,bdr,DENTSPLY SIRONA INC,BRXRAYBDR005,bdrs_20250924_040410.xlsx,2025-09-24
XRXB34,bdr,XEROX HOLDINGS CORPORATION,BRXRXBBDR005,bdrs_20250924_040410.xlsx,2025-09-24
YDRO,etf,IT NOW HYDRO,,etfs_20250924_040412.csv,2025-09-24
YDUQ,acao,YDUQS PART,,acoes_20250924_040414.xlsx,2025-09-24
YEES,fii,FII YEES,,fiis_20250924_040407.csv,2025-09-24
YUFI,fii,FII YUCA,,fiis_20250924_040407.csv,2025-09-24
YUMR34,bdr,YUM BRANDS INC,BRYUMRBDR006,bdrs_20250924_040410.xlsx,2025-09-24
Z1BH34,bdr,ZIMMER BIOMET HOLDINGS INC,BRZ1BHBDR007,bdrs_20250924_040410.xlsx,2025-09-24
Z1BR34,bdr,ZEBRA TECHNOLOGIES CORPORATION,BRZ1BRBDR006,bdrs_20250924_040410.xlsx,2025-09-24
Z1IO34,bdr,ZIONS BANCORPORATION NA,BRZ1IOBDR008,bdrs_20250924_040410.xlsx,2025-09-24
Z1OM34,bdr,ZOOM VIDEO COMMUNICATIONS INC,BRZ1OMBDR000,bdrs_20250924_040410.xlsx,2025-09-24
Z1TO34,bdr,ZTO EXPRESS CAYMAN INC,BRZ1TOBDR005,bdrs_20250924_040410.xlsx,2025-09-24
Z1TS34,bdr,ZOETIS INC,BRZ1TSBDR006,bdrs_20250924_040410.xlsx,2025-09-24
Z2DV34,bdr,ZIFF DAVIS INC,BRZ2DVBDR002,bdrs_20250924_040410.xlsx,2025-09-24
Z2EN34,bdr,Zendesk Inc,BRZ2ENBDR007,bdrs_20250924_040410.xlsx,2025-09-24
Z2IT34,bdr,ZOOMINFO TECHNOLOGIES INC,BRZ2ITBDR005,bdrs_20250924_040410.xlsx,2025-09-24
Z2LL34,bdr,Zillow Group Inc,BRZ2LLBDR006,bdrs_20250924_040410.xlsx,2025-09-24
Z2LL35,bdr,Zillow Group Inc,BRZ2LLBDR014,bdrs_20250924_040410.xlsx,2025-09-24
Z2SC34,bdr,ZSCALER INC,BRZ2SCBDR000,bdrs_20250924_040410.xlsx,2025-09-24
ZAGH,fii,FII ZAGH,,fiis_20250924_040407.csv,2025-09-24
ZAMP,acao,ZAMP S.A.,,acoes_20250924_040414.xlsx,2025-09-24
ZAVC,fii,FII ZAVIT C,,fiis_20250924_040407.csv,2025-09-24
ZAVI,fii,FII ZAVIT R,,fiis_20250924_040407.csv,2025-09-24
ZIFI,fii,FII ZION,,fiis_20250924_040407.csv,2025-09-24
