ticker,kind,name,isin,fonte,data_atualizacao
A1AP34,bdr,ADVANCE AUTO PARTS INC,BRA1APBDR001,bdrs_20250924_040410.xlsx,2025-09-24
A1BB34,bdr,ABB LTD,BRA1BBBDR009,bdrs_20250924_040410.xlsx,2025-09-24
A1BM34,bdr,ABIOMED Inc,BRA1BMBDR006,bdrs_20250924_040410.xlsx,2025-09-24
A1CR34,bdr,AMCOR PLC,BRA1CRBDR003,bdrs_20250924_040410.xlsx,2025-09-24
A1DI34,bdr,ANALOG DEVICES INC,BRA1DIBDR000,bdrs_20250924_040410.xlsx,2025-09-24
A1DM34,bdr,ARCHER-DANIELS-MIDLAND CO,BRA1DMBDR002,bdrs_20250924_040410.xlsx,2025-09-24
A1EE34,bdr,AMEREN CORP,BRA1EEBDR007,bdrs_20250924_040410.xlsx,2025-09-24
A1EG34,bdr,AEGON NV,BRA1EGBDR002,bdrs_20250924_040410.xlsx,2025-09-24
A1EN34,bdr,ALLIANT ENERGY CORP,BRA1ENBDR008,bdrs_20250924_040410.xlsx,2025-09-24
A1EP34,bdr,AMERICAN ELECTRIC POWER CO INC,BRA1EPBDR003,bdrs_20250924_040410.xlsx,2025-09-24
A1ES34,bdr,AES CORP,BRA1ESBDR007,bdrs_20250924_040410.xlsx,2025-09-24
A1FL34,bdr,AFLAC INC,BRA1FLBDR009,bdrs_20250924_040410.xlsx,2025-09-24
A1GI34,bdr,AGILENT TECHNOLOGIES INC,BRA1GIBDR003,bdrs_20250924_040410.xlsx,2025-09-24
A1GN34,bdr,ALLEGION PLC,BRA1GNBDR003,bdrs_20250924_040410.xlsx,2025-09-24
A1IV34,bdr,APARTMENT INVESTMENT & MANAGEMENT CO,BRA1IVBDR002,bdrs_20250924_040410.xlsx,2025-09-24
A1JG34,bdr,ARTHUR J GALLAGHER & CO,BRA1JGBDR001,bdrs_20250924_040410.xlsx,2025-09-24
A1KA34,bdr,AKAMAI TECHNOLOGIES INC,BRA1KABDR002,bdrs_20250924_040410.xlsx,2025-09-24
A1LB34,bdr,ALBEMARLE CORP,BRA1LBBDR008,bdrs_20250924_040410.xlsx,2025-09-24
A1LG34,bdr,ALIGN TECHNOLOGY INC,BRA1LGBDR007,bdrs_20250924_040410.xlsx,2025-09-24
A1LK34,bdr,ALASKA AIR GROUP INC,BRA1LKBDR009,bdrs_20250924_040410.xlsx,2025-09-24
A1LL34,bdr,"Bread Financial Holdings, Inc.",BRA1LLBDR007,bdrs_20250924_040410.xlsx,2025-09-24
A1LN34,bdr,ALNYLAM PHARMACEUTICALS INC,BRA1LNBDR003,bdrs_20250924_040410.xlsx,2025-09-24
A1MB34,bdr,AMERISOURCEBERGEN CORP,BRA1MBBDR006,bdrs_20250924_040410.xlsx,2025-09-24
A1MD34,bdr,ADVANCED MICRO DEVICES INC,BRA1MDBDR002,bdrs_20250924_040410.xlsx,2025-09-24
A1ME34,bdr,AMETEK INC,BRA1MEBDR000,bdrs_20250924_040410.xlsx,2025-09-24
A1MP34,bdr,AMERIPRISE FINANCIAL INC,BRA1MPBDR006,bdrs_20250924_040410.xlsx,2025-09-24
A1MT34,bdr,APPLIED MATERIALS INC,BRA1MTBDR008,bdrs_20250924_040410.xlsx,2025-09-24
A1MX34,bdr,America Movil SAB de CV,BRA1MXBDR000,bdrs_20250924_040410.xlsx,2025-09-24
A1NE34,bdr,ARISTA NETWORKS INC,BRA1NEBDR008,bdrs_20250924_040410.xlsx,2025-09-24
A1NS34,bdr,ANSYS INC,BRA1NSBDR008,bdrs_20250924_040410.xlsx,2025-09-24
A1ON34,bdr,AON PLC,BRA1ONBDR007,bdrs_20250924_040410.xlsx,2025-09-24
A1OS34,bdr,AO SMITH CORP,BRA1OSBDR006,bdrs_20250924_040410.xlsx,2025-09-24
A1PA34,bdr,APA CORP,BRA1PABDR001,bdrs_20250924_040410.xlsx,2025-09-24
A1PD34,bdr,AIR PRODUCTS & CHEMICALS INC,BRA1PDBDR005,bdrs_20250924_040410.xlsx,2025-09-24
A1PH34,bdr,AMPHENOL CORP,BRA1PHBDR006,bdrs_20250924_040410.xlsx,2025-09-24
A1RE34,bdr,ALEXANDRIA REAL ESTATE EQUITIES INC,BRA1REBDR009,bdrs_20250924_040410.xlsx,2025-09-24
A1RG34,bdr,ARGENX SE,BRA1RGBDR004,bdrs_20250924_040410.xlsx,2025-09-24
A1SN34,bdr,ASCENDIS PHARMA A/S,BRA1SNBDR008,bdrs_20250924_040410.xlsx,2025-09-24
A1SU34,bdr,ASSURANT INC,BRA1SUBDR003,bdrs_20250924_040410.xlsx,2025-09-24
A1TH34,bdr,AUTOHOME INC,BRA1THBDR008,bdrs_20250924_040410.xlsx,2025-09-24
A1TM34,bdr,ATMOS ENERGY CORP,BRA1TMBDR008,bdrs_20250924_040410.xlsx,2025-09-24
A1TT34,bdr,ALLSTATE CORP,BRA1TTBDR003,bdrs_20250924_040410.xlsx,2025-09-24
A1UA34,bdr,ANGLOGOLD ASHANTI LTD,BRA1UABDR001,bdrs_20250924_040410.xlsx,2025-09-24
A1UT34,bdr,AUTODESK INC,BRA1UTBDR001,bdrs_20250924_040410.xlsx,2025-09-24
A1VB34,bdr,AVALONBAY COMMUNITIES INC,BRA1VBBDR007,bdrs_20250924_040410.xlsx,2025-09-24
A1VY34,bdr,AVERY DENNISON CORP,BRA1VYBDR009,bdrs_20250924_040410.xlsx,2025-09-24
A1WK34,bdr,AMERICAN WATER WORKS CO INC,BRA1WKBDR006,bdrs_20250924_040410.xlsx,2025-09-24
A1YX34,bdr,ALTERYX INC,BRA1YXBDR005,bdrs_20250924_040410.xlsx,2025-09-24
A1ZN34,bdr,ASTRAZENECA PLC,BRA1ZNBDR003,bdrs_20250924_040410.xlsx,2025-09-24
A2LC34,bdr,ALCON INC,BRA2LCBDR004,bdrs_20250924_040410.xlsx,2025-09-24
A2MB34,bdr,AMBARELLA INC,BRA2MBBDR004,bdrs_20250924_040410.xlsx,2025-09-24
A2MC34,bdr,AMC Entertainment Holdings Inc,BRA2MCBDR002,bdrs_20250924_040410.xlsx,2025-09-24
A2MR34,bdr,Amyris Inc,BRA2MRBDR000,bdrs_20250924_040410.xlsx,2025-09-24
A2RE34,bdr,ARES MANAGEMENT CORP,BRA2REBDR007,bdrs_20250924_040410.xlsx,2025-09-24
A2RR34,bdr,ARROWHEAD PHARMACEUTICALS INC,BRA2RRBDR009,bdrs_20250924_040410.xlsx,2025-09-24
A2RW34,bdr,ARROW ELECTRONICS INC,BRA2RWBDR009,bdrs_20250924_040410.xlsx,2025-09-24
A2SO34,bdr,Academy Sports & Outdoors Inc,BRA2SOBDR004,bdrs_20250924_040410.xlsx,2025-09-24
A2VL34,bdr,AVALARA INC,BRA2VLBDR004,bdrs_20250924_040410.xlsx,2025-09-24
A2XO34,bdr,AXON ENTERPRISE INC,BRA2XOBDR004,bdrs_20250924_040410.xlsx,2025-09-24
A2ZT34,bdr,AZENTA INC,BRA2ZTBDR008,bdrs_20250924_040410.xlsx,2025-09-24
AAGO34,bdr,Anglo American PLC,BRAAGOBDR007,bdrs_20250924_040410.xlsx,2025-09-24
AALL34,bdr,AMERICAN AIRLINES GROUP INC.,BRAALLBDR003,bdrs_20250924_040410.xlsx,2025-09-24
AALR,acao,ALLIAR,,acoes_20250924_040414.xlsx,2025-09-24
AAPL34,bdr,APPLE INC.,BRAAPLBDR004,bdrs_20250924_040410.xlsx,2025-09-24
ABAM34,bdr,ABN AMRO BANK N.V,BRABAMBDR002,bdrs_20250924_040410.xlsx,2025-09-24
ABBV34,bdr,ABBVIE INC.,BRABBVBDR001,bdrs_20250924_040410.xlsx,2025-09-24
ABCB,acao,ABC BRASIL,,acoes_20250924_040414.xlsx,2025-09-24
ABCP,fii,FII ABC IMOB,,fiis_20250924_040407.csv,2025-09-24
ABEV,acao,AMBEV S/A,,acoes_20250924_040414.xlsx,2025-09-24
ABTT34,bdr,ABBOTT LABORATORIES,BRABTTBDR007,bdrs_20250924_040410.xlsx,2025-09-24
ABUD34,bdr,ANHEUSER-BUSCH INBEV SA/NV,BRABUDBDR009,bdrs_20250924_040410.xlsx,2025-09-24
ACNB34,bdr,ACCENTURE PLC,BRACNBBDR006,bdrs_20250924_040410.xlsx,2025-09-24
ACWI,etf,XPETFACWI,,etfs_20250924_040412.csv,2025-09-24
ADBE34,bdr,ADOBE INC,BRADBEBDR003,bdrs_20250924_040410.xlsx,2025-09-24
ADM,acao,CIABRASF,,acoes_20250924_040414.xlsx,2025-09-24
ADPR34,bdr,AUTOMATIC DATA PROCESSING INC,BRADPRBDR005,bdrs_20250924_040410.xlsx,2025-09-24
AERI,acao,AERIS,,acoes_20250924_040414.xlsx,2025-09-24
AERO,fii,FII AERO,,fiis_20250924_040407.csv,2025-09-24
AESO,acao,AESOPERACOES,,acoes_20250924_040414.xlsx,2025-09-24
AFH,fii,FII AFHF,,fiis_20250924_040407.csv,2025-09-24
AFHI,fii,FII AFHI CRI,,fiis_20250924_040407.csv,2025-09-24
AFLT,acao,AFLUENTE T,,acoes_20250924_040414.xlsx,2025-09-24
AGRI,etf,BB ETF IAGRO,,etfs_20250924_040412.csv,2025-09-24
AGRO,acao,BRASILAGRO,,acoes_20250924_040414.xlsx,2025-09-24
AGRU,acao,GRUAIRPORT,,acoes_20250924_040414.xlsx,2025-09-24
AGXY,acao,AGROGALAXY,,acoes_20250924_040414.xlsx,2025-09-24
AHEB,acao,SPTURIS,,acoes_20250924_040414.xlsx,2025-09-24
AIEC,fii,FII AUTONOMY,,fiis_20250924_040407.csv,2025-09-24
AIGB34,bdr,AMERICAN INTERNATIONAL GROUP INC.,BRAIGBBDR007,bdrs_20250924_040410.xlsx,2025-09-24
AIRB34,bdr,Airbnb Inc,BRAIRBBDR004,bdrs_20250924_040410.xlsx,2025-09-24
AJFI,fii,FII AJ MALLS,,fiis_20250924_040407.csv,2025-09-24
AKZA34,bdr,AKZO NOBEL,BRAKZABDR005,bdrs_20250924_040410.xlsx,2025-09-24
ALFG34,bdr,ALLFUNDS GROUP,BRALFGBDR002,bdrs_20250924_040410.xlsx,2025-09-24
ALLD,acao,ALLIED,,acoes_20250924_040414.xlsx,2025-09-24
ALMI,fii,FII TORRE AL,,fiis_20250924_040407.csv,2025-09-24
ALOS,acao,ALLOS,,acoes_20250924_040414.xlsx,2025-09-24
ALPA,acao,ALPARGATAS,,acoes_20250924_040414.xlsx,2025-09-24
ALPK,acao,ESTAPAR,,acoes_20250924_040414.xlsx,2025-09-24
ALUG,etf,INVESTO ALUG,,etfs_20250924_040412.csv,2025-09-24
ALUP,acao,ALUPAR,,acoes_20250924_040414.xlsx,2025-09-24
ALZC,fii,FII ALIANZAC,,fiis_20250924_040407.csv,2025-09-24
ALZR,fii,FII ALIANZA,,fiis_20250924_040407.csv,2025-09-24
AMAR,acao,LOJAS MARISA,,acoes_20250924_040414.xlsx,2025-09-24
AMBP,acao,AMBIPAR,,acoes_20250924_040414.xlsx,2025-09-24
AMER,acao,AMERICANAS,,acoes_20250924_040414.xlsx,2025-09-24
AMGN34,bdr,AMGEN INC.,BRAMGNBDR004,bdrs_20250924_040410.xlsx,2025-09-24
AMOB,acao,AUTOMOB,,acoes_20250924_040414.xlsx,2025-09-24
AMZO34,bdr,"AMAZON.COM, INC",BRAMZOBDR002,bdrs_20250924_040410.xlsx,2025-09-24
ANCR,fii,FII ANCAR IC,,fiis_20250924_040407.csv,2025-09-24
ANIM,acao,ANIMA,,acoes_20250924_040414.xlsx,2025-09-24
APTI,acao,ALIPERTI,,acoes_20250924_040414.xlsx,2025-09-24
APTO,fii,FII NAVI RSD,,fiis_20250924_040407.csv,2025-09-24
APTV34,bdr,APTIV PLC,BRAPTVBDR003,bdrs_20250924_040410.xlsx,2025-09-24
APXM,fii,FII APEX MS,,fiis_20250924_040407.csv,2025-09-24
APXR,fii,FII APXR,,fiis_20250924_040407.csv,2025-09-24
APXU,fii,FII APXU,,fiis_20250924_040407.csv,2025-09-24
ARGE,etf,INVESTOARGE,,etfs_20250924_040412.csv,2025-09-24
ARML,acao,ARMAC,,acoes_20250924_040414.xlsx,2025-09-24
ARMT34,bdr,ARCELORMITTAL,BRARMTBDR008,bdrs_20250924_040410.xlsx,2025-09-24
ARNC34,bdr,HOWMET AEROSPACE INC.,BRARNCBDR002,bdrs_20250924_040410.xlsx,2025-09-24
AROA,fii,FII AROA,,fiis_20250924_040407.csv,2025-09-24
ARRI,fii,FII ATRIO,,fiis_20250924_040407.csv,2025-09-24
ARTE,fii,FII ARTE,,fiis_20250924_040407.csv,2025-09-24
ARXD,fii,FII ARXD R,,fiis_20250924_040407.csv,2025-09-24
ASAI,acao,ASSAI,,acoes_20250924_040414.xlsx,2025-09-24
ASML34,bdr,ASML HOLDING NV,BRASMLBDR003,bdrs_20250924_040410.xlsx,2025-09-24
ASR,fii,FII ASA RET,,fiis_20250924_040407.csv,2025-09-24
ATCR,fii,FII HAZ,,fiis_20250924_040407.csv,2025-09-24
ATED,acao,ATOM EDUC,,acoes_20250924_040414.xlsx,2025-09-24
ATSA,fii,FII HATRIUM,,fiis_20250924_040407.csv,2025-09-24
ATTB34,bdr,AT&T INC.,BRATTBBDR007,bdrs_20250924_040410.xlsx,2025-09-24
ATVI34,bdr,ACTIVISION BLIZZARD INC,BRATVIBDR008,bdrs_20250924_040410.xlsx,2025-09-24
ATWN,fii,FII A TOWN,,fiis_20250924_040407.csv,2025-09-24
AURA,acao,AURA 360,,acoes_20250924_040414.xlsx,2025-09-24
AURA33,bdr,AURA MINERALS INC.,BRAURABDR001,bdrs_20250924_040410.xlsx,2025-09-24
AURB,fii,FII ALI URB,,fiis_20250924_040407.csv,2025-09-24
AURE,acao,AUREN,,acoes_20250924_040414.xlsx,2025-09-24
AURO,etf,ETF BV AURO,,etfs_20250924_040412.csv,2025-09-24
AUVP,etf,BTGTEVA AUVP,,etfs_20250924_040412.csv,2025-09-24
AVGO34,bdr,BROADCOM INC,BRAVGOBDR003,bdrs_20250924_040410.xlsx,2025-09-24
AVLL,acao,ALPHAVILLE,,acoes_20250924_040414.xlsx,2025-09-24
AWII34,bdr,ARMSTRONG WORLD INDUSTRIES INC,BRAWIIBDR009,bdrs_20250924_040410.xlsx,2025-09-24
AXPB34,bdr,AMERICAN EXPRESS COMPANY,BRAXPBBDR007,bdrs_20250924_040410.xlsx,2025-09-24
AZEV,acao,AZEVEDO,,acoes_20250924_040414.xlsx,2025-09-24
AZOI34,bdr,AUTOZONE INC,BRAZOIBDR000,bdrs_20250924_040410.xlsx,2025-09-24
AZPE,fii,FII AZPE,,fiis_20250924_040407.csv,2025-09-24
AZPL,fii,FII AZPL,,fiis_20250924_040407.csv,2025-09-24
AZTE,acao,AZT ENERGIA,,acoes_20250924_040414.xlsx,2025-09-24
AZUL,acao,AZUL,,acoes_20250924_040414.xlsx,2025-09-24
AZZA,acao,AZZAS 2154,,acoes_20250924_040414.xlsx,2025-09-24
B1AM34,bdr,BROOKFIELD ASSET MANAGEMENT INC,BRB1AMBDR007,bdrs_20250924_040410.xlsx,2025-09-24
B1AX34,bdr,BAXTER INTERNATIONAL INC,BRB1AXBDR004,bdrs_20250924_040410.xlsx,2025-09-24
B1BT34,bdr,TRUIST FINANCIAL CORPORATION,BRB1BTBDR000,bdrs_20250924_040410.xlsx,2025-09-24
B1BW34,bdr,"Bath & Body Works, Inc.",BRB1BWBDR012,bdrs_20250924_040410.xlsx,2025-09-24
B1CS34,bdr,BARCLAYS PLC,BRB1CSBDR000,bdrs_20250924_040410.xlsx,2025-09-24
B1DX34,bdr,BECTON DICKINSON AND CO,BRB1DXBDR008,bdrs_20250924_040410.xlsx,2025-09-24
B1FC34,bdr,BROWN FORMAN CORP,BRB1FCBDR007,bdrs_20250924_040410.xlsx,2025-09-24
B1GN34,bdr,BEIGENE LTD,BRB1GNBDR002,bdrs_20250924_040410.xlsx,2025-09-24
B1IL34,bdr,BILIBILI INC,BRB1ILBDR002,bdrs_20250924_040410.xlsx,2025-09-24
B1KR34,bdr,BAKER HUGHES CO,BRB1KRBDR005,bdrs_20250924_040410.xlsx,2025-09-24
B1LL34,bdr,BALL CORP,BRB1LLBDR006,bdrs_20250924_040410.xlsx,2025-09-24
B1MR34,bdr,BIOMARIN PHARMACEUTICAL INC,BRB1MRBDR001,bdrs_20250924_040410.xlsx,2025-09-24
B1NT34,bdr,BIONTECH SE,BRB1NTBDR005,bdrs_20250924_040410.xlsx,2025-09-24
B1PP34,bdr,BP PLC,BRB1PPBDR008,bdrs_20250924_040410.xlsx,2025-09-24
B1RF34,bdr,BROADRIDGE FINANCIAL SOLUTIONS INC,BRB1RFBDR005,bdrs_20250924_040410.xlsx,2025-09-24
B1SA34,bdr,BANCO SANTANDER CHILE,BRB1SABDR004,bdrs_20250924_040410.xlsx,2025-09-24
B1SX34,bdr,BOSTON SCIENTIFIC CORP,BRB1SXBDR006,bdrs_20250924_040410.xlsx,2025-09-24
B1TI34,bdr,BRITISH AMERICAN TOBACCO PLC,BRB1TIBDR005,bdrs_20250924_040410.xlsx,2025-09-24
B1WA34,bdr,BORGWARNER INC,BRB1WABDR006,bdrs_20250924_040410.xlsx,2025-09-24
B2AH34,bdr,BOOZ ALLEN HAMILTON HOLDING CORP,BRB2AHBDR005,bdrs_20250924_040410.xlsx,2025-09-24
B2AP34,bdr,CREDICORP LTD,BRB2APBDR008,bdrs_20250924_040410.xlsx,2025-09-24
B2HI34,bdr,BILL.COM HOLDINGS INC,BRB2HIBDR008,bdrs_20250924_040410.xlsx,2025-09-24
B2LN34,bdr,BLACKLINE INC,BRB2LNBDR000,bdrs_20250924_040410.xlsx,2025-09-24
B2MB34,bdr,BUMBLE INC,BRB2MBBDR003,bdrs_20250924_040410.xlsx,2025-09-24
B2RK34,bdr,BRUKER CORP,BRB2RKBDR003,bdrs_20250924_040410.xlsx,2025-09-24
B2UR34,bdr,BURLINGTON STORES INC,BRB2URBDR002,bdrs_20250924_040410.xlsx,2025-09-24
B2YN34,bdr,BEYOND MEAT INC,BRB2YNBDR003,bdrs_20250924_040410.xlsx,2025-09-24
B3BR,etf,IT NOW B3BR+,,etfs_20250924_040412.csv,2025-09-24
B3SA,acao,B3,,acoes_20250924_040414.xlsx,2025-09-24
BABA34,bdr,ALIBABA GROUP HOLDING LTD,BRBABABDR005,bdrs_20250924_040410.xlsx,2025-09-24
BALM,acao,BAUMER,,acoes_20250924_040414.xlsx,2025-09-24
BARI,fii,FII BARI VBI,,fiis_20250924_040407.csv,2025-09-24
BARR34,bdr,Barrick Gold,BRBARRBDR005,bdrs_20250924_040410.xlsx,2025-09-24
BAUH,acao,EXCELSIOR,,acoes_20250924_040414.xlsx,2025-09-24
BAZA,acao,AMAZONIA,,acoes_20250924_040414.xlsx,2025-09-24
BBAS,acao,BRASIL,,acoes_20250924_040414.xlsx,2025-09-24
BBDC,acao,BRADESCO,,acoes_20250924_040414.xlsx,2025-09-24
BBFI,fii,FII BB PROGR,,fiis_20250924_040407.csv,2025-09-24
BBFO,fii,FII BB FOF,,fiis_20250924_040407.csv,2025-09-24
BBIG,fii,FII BBIG,,fiis_20250924_040407.csv,2025-09-24
BBML,acao,BBMLOGISTICA,,acoes_20250924_040414.xlsx,2025-09-24
BBOI,etf,BB ETF BOI G,,etfs_20250924_040412.csv,2025-09-24
BBOV,etf,BB ETF IBOV,,etfs_20250924_040412.csv,2025-09-24
BBRC,fii,FII BB CORP,,fiis_20250924_040407.csv,2025-09-24
BBSD,etf,BB ETF SP DV,,etfs_20250924_040412.csv,2025-09-24
BBSE,acao,BBSEGURIDADE,,acoes_20250924_040414.xlsx,2025-09-24
BBYY34,bdr,"BEST BUY CO., INC.",BRBBYYBDR005,bdrs_20250924_040410.xlsx,2025-09-24
BCIA,fii,FII BCIA,,fiis_20250924_040407.csv,2025-09-24
BCIC,etf,B INDEX CICL,,etfs_20250924_040412.csv,2025-09-24
BCRI,fii,FII BEES CRI,,fiis_20250924_040407.csv,2025-09-24
BCSA34,bdr,BANCO SANTANDER SA,BRBCSABDR005,bdrs_20250924_040410.xlsx,2025-09-24
BDE,etf,B INDEX DEFE,,etfs_20250924_040412.csv,2025-09-24
BDLL,acao,BARDELLA,,acoes_20250924_040414.xlsx,2025-09-24
BDOM,etf,INVESTO BDOM,,etfs_20250924_040412.csv,2025-09-24
BEE,acao,MINERVA,,acoes_20250924_040414.xlsx,2025-09-24
BEES,acao,BANESTES,,acoes_20250924_040414.xlsx,2025-09-24
BERK34,bdr,BERKSHIRE HATHAWAY INC.,BRBERKBDR002,bdrs_20250924_040410.xlsx,2025-09-24
BEST,etf,INVESTOBEST,,etfs_20250924_040412.csv,2025-09-24
BETP,acao,BETAPART,,acoes_20250924_040414.xlsx,2025-09-24
BETW,fii,FII BETW,,fiis_20250924_040407.csv,2025-09-24
BGIP,acao,BANESE,,acoes_20250924_040414.xlsx,2025-09-24
BGRB,fii,FII BGRB,,fiis_20250924_040407.csv,2025-09-24
BGS1,fii,FII BGS1,,fiis_20250924_040407.csv,2025-09-24
BHIA,acao,CASAS BAHIA,,acoes_20250924_040414.xlsx,2025-09-24
BICE,fii,FII BRIO CRE,,fiis_20250924_040407.csv,2025-09-24
BIDU34,bdr,BAIDU INC,BRBIDUBDR002,bdrs_20250924_040410.xlsx,2025-09-24
BIED,acao,BIOMA EDUC,,acoes_20250924_040414.xlsx,2025-09-24
BIIB34,bdr,BIOGEN INC.,BRBIIBBDR001,bdrs_20250924_040410.xlsx,2025-09-24
BILB34,bdr,BANCO BILBAO VIZCAYA ARGENTARIA SA,BRBILBBDR005,bdrs_20250924_040410.xlsx,2025-09-24
BIME,fii,FII BRIO ME,,fiis_20250924_040407.csv,2025-09-24
BINR,fii,FII BINR,,fiis_20250924_040407.csv,2025-09-24
BIOM,acao,BIOMM,,acoes_20250924_040414.xlsx,2025-09-24
BIPD,fii,FII BRIO IV,,fiis_20250924_040407.csv,2025-09-24
BIPE,fii,FII BRIO V,,fiis_20250924_040407.csv,2025-09-24
BIZD,etf,INVESTO BIZD,,etfs_20250924_040412.csv,2025-09-24
BKNG34,bdr,BOOKING HOLDINGS INC,BRBKNGBDR006,bdrs_20250924_040410.xlsx,2025-09-24
BLAK34,bdr,"BLACKROCK, INC.",BRBLAKBDR003,bdrs_20250924_040410.xlsx,2025-09-24
BLAU,acao,BLAU,,acoes_20250924_040414.xlsx,2025-09-24
BLCA,fii,FII BLCA VBI,,fiis_20250924_040407.csv,2025-09-24
BLMG,fii,FII BLUE LOG,,fiis_20250924_040407.csv,2025-09-24
BLMO,fii,FII BLMO VBI,,fiis_20250924_040407.csv,2025-09-24
BLOG,fii,FII BLOG,,fiis_20250924_040407.csv,2025-09-24
BLUE,fii,FII BLUE,,fiis_20250924_040407.csv,2025-09-24
BMEB,acao,MERCANTIL,,acoes_20250924_040414.xlsx,2025-09-24
BMGB,acao,BANCO BMG,,acoes_20250924_040414.xlsx,2025-09-24
BMIN,acao,MERC INVEST,,acoes_20250924_040414.xlsx,2025-09-24
BMKS,acao,BIC MONARK,,acoes_20250924_040414.xlsx,2025-09-24
BMLC,fii,FII BMBRC LC,,fiis_20250924_040407.csv,2025-09-24
BMLT,fii,FII BMLT,,fiis_20250924_040407.csv,2025-09-24
BMMT,etf,B INDEX MOME,,etfs_20250924_040412.csv,2025-09-24
BMOB,acao,BEMOBI TECH,,acoes_20250924_040414.xlsx,2025-09-24
BMYB34,bdr,BRISTOL-MYERS SQUIBB COMPANY,BRBMYBBDR000,bdrs_20250924_040410.xlsx,2025-09-24
BNBR,acao,NORD BRASIL,,acoes_20250924_040414.xlsx,2025-09-24
BNFS,fii,FII BANRISUL,,fiis_20250924_040407.csv,2025-09-24
BNSB34,bdr,SCOTIABANK,BRBNSBBDR000,bdrs_20250924_040410.xlsx,2025-09-24
BOAC34,bdr,BANK OF AMERICA CORPORATION,BRBOACBDR004,bdrs_20250924_040410.xlsx,2025-09-24
BOBR,acao,BOMBRIL,,acoes_20250924_040414.xlsx,2025-09-24
BOEI34,bdr,THE BOEING COMPANY,BRBOEIBDR003,bdrs_20250924_040410.xlsx,2025-09-24
BONY34,bdr,THE BANK OF NEW YORK MELLON CORPORATION,BRBONYBDR001,bdrs_20250924_040410.xlsx,2025-09-24
BOVA,etf,ISHARES BOVA,,etfs_20250924_040412.csv,2025-09-24
BOVB,etf,ETF BRA IBOV,,etfs_20250924_040412.csv,2025-09-24
BOVS,etf,SAFRAETFIBOV,,etfs_20250924_040412.csv,2025-09-24
BOVV,etf,IT NOW IBOV,,etfs_20250924_040412.csv,2025-09-24
BOVX,etf,TREND IBOVX,,etfs_20250924_040412.csv,2025-09-24
BOXP34,bdr,"BOSTON PROPERTIES, INC",BRBOXPBDR008,bdrs_20250924_040410.xlsx,2025-09-24
BPAC,acao,BTGP BANCO,,acoes_20250924_040414.xlsx,2025-09-24
BPAN,acao,BANCO PAN,,acoes_20250924_040414.xlsx,2025-09-24
BPAR,acao,BANPARA,,acoes_20250924_040414.xlsx,2025-09-24
BPDR,fii,FII BPDR,,fiis_20250924_040407.csv,2025-09-24
BPF,fii,FII ABSOLUTO,,fiis_20250924_040407.csv,2025-09-24
BPLC,fii,FII BASILICA,,fiis_20250924_040407.csv,2025-09-24
BPML,fii,FII BTG SHOP,,fiis_20250924_040407.csv,2025-09-24
BPMW,fii,FII BPMW,,fiis_20250924_040407.csv,2025-09-24
BRAP,acao,BRADESPAR,,acoes_20250924_040414.xlsx,2025-09-24
BRAV,acao,BRAVA,,acoes_20250924_040414.xlsx,2025-09-24
BRAX,etf,ISHARES BRAX,,etfs_20250924_040412.csv,2025-09-24
BRAZ,etf,BB ETF BRAZ,,etfs_20250924_040412.csv,2025-09-24
BRBI,acao,BR PARTNERS,,acoes_20250924_040414.xlsx,2025-09-24
BRCD,fii,FII BRCD,,fiis_20250924_040407.csv,2025-09-24
BRCO,fii,FII BRESCO,,fiis_20250924_040407.csv,2025-09-24
BRCQ,fii,FII BRCQ,,fiis_20250924_040407.csv,2025-09-24
BRCR,fii,FII BC FUND,,fiis_20250924_040407.csv,2025-09-24
BREW,etf,B INDEX BREW,,etfs_20250924_040412.csv,2025-09-24
BRFS,acao,BRF SA,,acoes_20250924_040414.xlsx,2025-09-24
BRHT,fii,FII BRHOTEIS,,fiis_20250924_040407.csv,2025-09-24
BRIM,fii,FII BRIO II,,fiis_20250924_040407.csv,2025-09-24
BRIP,fii,FII BRIO III,,fiis_20250924_040407.csv,2025-09-24
BRKM,acao,BRASKEM,,acoes_20250924_040414.xlsx,2025-09-24
BRO,fii,FII BROF,,fiis_20250924_040407.csv,2025-09-24
BRQB,acao,BRQ,,acoes_20250924_040414.xlsx,2025-09-24
BRSE,fii,FII BR7 SENA,,fiis_20250924_040407.csv,2025-09-24
BRSR,acao,BANRISUL,,acoes_20250924_040414.xlsx,2025-09-24
BRST,acao,BRISANET,,acoes_20250924_040414.xlsx,2025-09-24
BRXC,etf,BTGIABRSELEC,,etfs_20250924_040412.csv,2025-09-24
BSCS,acao,BRAZILIAN SC,,acoes_20250924_040414.xlsx,2025-09-24
BSLI,acao,BRB BANCO,,acoes_20250924_040414.xlsx,2025-09-24
BSLT,fii,FII BSLT,,fiis_20250924_040407.csv,2025-09-24
BTAL,fii,FII BTG AGRO,,fiis_20250924_040407.csv,2025-09-24
BTCI,fii,FII BTG CRI,,fiis_20250924_040407.csv,2025-09-24
BTH,fii,FII BTHF,,fiis_20250924_040407.csv,2025-09-24
BTHI,fii,BTG HOTEL FI,,fiis_20250924_040407.csv,2025-09-24
BTHR,fii,FII BTHR,,fiis_20250924_040407.csv,2025-09-24
BTLG,fii,FII BTLG,,fiis_20250924_040407.csv,2025-09-24
BTML,fii,FII BR MALLS,,fiis_20250924_040407.csv,2025-09-24
